LakeName,Year,ResidentialCount,AgriculturalCount,CommercialCount,IndustrialCount,PublicCount,AvgSeasonalLakeGrade,AvgSecchiDepth,AvgPhosphorus,ResidentialProportion,AgriculturalProportion,CommercialProportion,IndustrialProportion,PublicProportion,TotalCount
Goggins Lake,2014,81,32,2,0,6,1,1.055,0.071166667,0.669421488,0.26446281,0.016528926,0,0.049586777,121
Golden Lake,2014,4238,2,199,190,375,#N/A,#N/A,#N/A,0.846922462,0.00039968,0.039768185,0.037969624,0.074940048,5004
Goose Lake,2014,656,192,64,0,249,1,1.435135135,0.100837838,0.565030146,0.165374677,0.055124892,0,0.214470284,1161
Grace Lake,2014,2997,8,26,2,296,1,1.041666667,0.135166667,0.900270351,0.002403124,0.007810153,0.000600781,0.08891559,3329
Grass Lake,2014,15338,0,3657,2665,72,#N/A,#N/A,#N/A,0.705779496,0,0.168277195,0.122630223,0.003313087,21732
Haas Lake,2014,1486,28,42,0,127,#N/A,1.3,0.02525,0.882947118,0.016636958,0.024955437,0,0.075460487,1683
Hafften Lake,2014,751,133,18,2,28,2,1.185714286,0.05125,0.805793991,0.142703863,0.019313305,0.002145923,0.030042918,932
Halfbreed Lake,2014,422,20,4,0,56,4,5.1905,0.01055,0.84063745,0.039840637,0.007968127,0,0.111553785,502
Ham Lake,2014,9446,570,778,224,643,#N/A,#N/A,#N/A,0.810050596,0.048880885,0.06671812,0.01920933,0.055141069,11661
Harriet Lake,2014,9782,0,746,22,20,#N/A,#N/A,#N/A,0.925449385,0,0.070577105,0.002081362,0.001892148,10570
Hart Lake,2014,18132,0,3143,964,325,#N/A,#N/A,#N/A,0.803580925,0,0.139292679,0.042722921,0.014403475,22564
Harvey Lake,2014,5737,0,247,16,106,#N/A,#N/A,#N/A,0.939567638,0,0.040452014,0.002620373,0.017359974,6106
Haughey Lake,2014,232,59,8,2,20,#N/A,#N/A,#N/A,0.722741433,0.183800623,0.024922118,0.00623053,0.062305296,321
Hay Lake,2014,143,48,0,0,70,#N/A,1.6125,0.0425,0.54789272,0.183908046,0,0,0.268199234,261
Hazeltine Lake,2014,1440,28,50,87,152,0,0.345833333,0.209666667,0.819578828,0.015936255,0.028457598,0.049516221,0.086511098,1757
Heims Lake,2014,336,64,4,0,67,#N/A,1.180833333,0.044333333,0.713375796,0.135881104,0.008492569,0,0.142250531,471
Henry Lake,2014,1113,200,6,2,34,#N/A,#N/A,#N/A,0.821402214,0.147601476,0.004428044,0.001476015,0.025092251,1355
Hidden Lake,2014,1113,0,131,81,34,#N/A,#N/A,#N/A,0.818984547,0,0.096394408,0.059602649,0.025018396,1359
Highland Lake,2014,1700,0,10,0,77,#N/A,#N/A,#N/A,0.951315053,0,0.005595971,0,0.043088976,1787
Holland Lake,2014,547,0,20,0,0,#N/A,#N/A,#N/A,0.964726631,0,0.035273369,0,0,567
Hornbean Lake,2014,1492,5,97,41,0,#N/A,1.63,0.043636364,0.912538226,0.003058104,0.059327217,0.025076453,0,1635
Horseshoe Lake,2014,1434,0,2,0,17,2,2.236315789,0.029421053,0.986923606,0,0.001376462,0,0.011699931,1453
Hydes Lake,2014,63,49,6,2,6,2,1.3,0.104076923,0.5,0.388888889,0.047619048,0.015873016,0.047619048,126
Independence Lake,2014,1391,52,177,97,69,#N/A,#N/A,#N/A,0.778835386,0.029115342,0.099104143,0.05431131,0.038633819,1786
Isabelle Lake,2014,8152,268,416,102,81,#N/A,#N/A,#N/A,0.903869609,0.029715046,0.046124848,0.011309458,0.00898104,9019
Island Lake,2014,371,87,48,0,139,#N/A,#N/A,#N/A,0.575193798,0.134883721,0.074418605,0,0.215503876,645
Jackson WMA,2014,601,0,0,0,104,2,1.27,0.064083333,0.85248227,0,0,0,0.14751773,705
Jane Lake,2014,319,14,0,0,30,#N/A,4.2,0.016666667,0.878787879,0.038567493,0,0,0.082644628,363
Johanna Lake,2014,700,0,79,69,43,#N/A,#N/A,#N/A,0.785634119,0,0.088664422,0.077441077,0.048260382,891
Jonathan Lake,2014,189,2,33,0,38,#N/A,0.679166667,0.159083333,0.721374046,0.007633588,0.125954198,0,0.145038168,262
Josephine Lake,2014,2865,0,142,0,187,#N/A,#N/A,#N/A,0.896994364,0,0.044458359,0,0.058547276,3194
Jubert Lake,2014,436,160,26,0,10,#N/A,#N/A,#N/A,0.689873418,0.253164557,0.041139241,0,0.015822785,632
July Lake,2014,153,26,14,0,8,1,1.193333333,0.071916667,0.76119403,0.129353234,0.069651741,0,0.039800995,201
Karth Lake,2014,1942,0,77,24,60,3,1.585714286,0.029357143,0.923442701,0,0.03661436,0.011412268,0.02853067,2103
Keller Lake,2014,2302,0,20,0,0,1,0.821428571,0.089285714,0.991386736,0,0.008613264,0,0,2322
Kingsley Lake,2014,326,0,34,0,0,4,3.008333333,0.010666667,0.905555556,0,0.094444444,0,0,360
Kismet Lake,2014,64,38,0,0,6,#N/A,1.625,0.032916667,0.592592593,0.351851852,0,0,0.055555556,108
Klawitter Pond,2014,232,22,74,0,16,1,0.831,0.084444444,0.674418605,0.063953488,0.215116279,0,0.046511628,344
Kohlman Lake,2014,2876,4,469,64,226,#N/A,#N/A,#N/A,0.790327013,0.001099203,0.128881561,0.017587249,0.062104974,3639
Kramer Pond,2014,52,38,22,0,102,0,0.535,0.526166667,0.242990654,0.177570093,0.102803738,0,0.476635514,214
La Lake,2014,4768,80,286,0,922,#N/A,1.688888889,0.062666667,0.787318362,0.01321004,0.047225892,0,0.152245707,6056
Lac Lavon Lake,2014,5030,0,19,0,0,4,4.08,0.009466667,0.996236879,0,0.003763121,0,0,5049
Laddie Lake,2014,7589,0,772,935,656,#N/A,#N/A,#N/A,0.762560289,0,0.077572347,0.093950965,0.065916399,9952
Lake Forest,2014,2612,0,44,4,72,#N/A,#N/A,#N/A,0.956076135,0,0.016105417,0.001464129,0.026354319,2732
Lake of the Isles,2014,9037,0,9021,1388,887,#N/A,#N/A,#N/A,0.444449909,0,0.443663011,0.068263414,0.043623666,20333
Langdon Lake,2014,4838,4,461,27,85,#N/A,#N/A,#N/A,0.893444137,0.000738689,0.085133887,0.00498615,0.015697138,5415
Langton Lake,2014,922,2,108,37,61,#N/A,#N/A,#N/A,0.815929204,0.001769912,0.095575221,0.032743363,0.053982301,1130
Laura Lake,2014,3794,118,335,165,307,#N/A,0.533333333,0.086,0.803983895,0.025005298,0.070989616,0.034965035,0.065056156,4719
Lee Lake,2014,1030,0,135,2,0,#N/A,2.65,0.021454545,0.88260497,0,0.115681234,0.001713796,0,1167
Legion Pond,2014,165,20,0,0,50,#N/A,#N/A,#N/A,0.70212766,0.085106383,0,0,0.212765957,235
Lemay Lake,2014,3238,0,485,147,55,#N/A,1.966666667,0.016666667,0.824968153,0,0.123566879,0.037452229,0.014012739,3925
Levander Pond,2014,11094,0,675,102,332,#N/A,1,0.193833333,0.909120708,0,0.055314267,0.0083586,0.027206425,12203
Libbs Lake,2014,3465,0,79,30,62,#N/A,#N/A,#N/A,0.952970297,0,0.021727173,0.008250825,0.017051705,3636
Lily Lake,2014,1195,0,232,0,226,4,2.264285714,0.023071429,0.72292801,0,0.140350877,0,0.136721113,1653
Linwood Lake,2014,976,173,60,0,280,#N/A,#N/A,#N/A,0.655473472,0.116185359,0.0402955,0,0.188045668,1489
Lippert Lake,2014,174,441,24,6,19,#N/A,#N/A,#N/A,0.262048193,0.664156627,0.036144578,0.009036145,0.028614458,664
Little Carnelian Lake,2014,380,96,0,0,72,4,5.738181818,0.012416667,0.693430657,0.175182482,0,0,0.131386861,548
Little Johanna Lake,2014,375,0,16,0,34,#N/A,#N/A,#N/A,0.882352941,0,0.037647059,0,0.08,425
Little Long Lake,2014,191,20,11,0,0,#N/A,#N/A,#N/A,0.86036036,0.09009009,0.04954955,0,0,222
Lochness Lake,2014,8867,194,283,186,448,2,0.91,0.058,0.888655041,0.019442774,0.028362397,0.01864101,0.044898777,9978
Lone Lake,2014,1486,0,185,96,113,#N/A,#N/A,#N/A,0.790425532,0,0.098404255,0.05106383,0.060106383,1880
Long Lake,2014,12130,39,408,114,458,3,1.432,0.079057143,0.922503612,0.002966005,0.031028976,0.008669861,0.034831546,13149
Loon Lake,2014,58,26,0,0,26,#N/A,#N/A,#N/A,0.527272727,0.236363636,0,0,0.236363636,110
Lost Lake,2014,2932,0,417,245,227,#N/A,1.275,0.0555,0.767338393,0,0.109133735,0.06411934,0.059408532,3821
Lotus Lake,2014,2209,0,70,26,122,#N/A,#N/A,#N/A,0.910177173,0,0.028842192,0.010712814,0.05026782,2427
Louise Lake,2014,42,38,0,0,20,#N/A,#N/A,#N/A,0.42,0.38,0,0,0.2,100
Lower Prior Lake,2014,1073,4,2,0,56,3,1.883333333,0.027888889,0.945374449,0.003524229,0.001762115,0,0.049339207,1135
Lucy Lake,2014,1335,2,14,0,77,2,1.41,0.0355,0.93487395,0.00140056,0.009803922,0,0.053921569,1428
MacDonald Lake,2014,81,76,0,0,8,#N/A,#N/A,#N/A,0.490909091,0.460606061,0,0,0.048484848,165
Magda Lake,2014,2766,6,338,252,16,#N/A,#N/A,#N/A,0.818827709,0.001776199,0.100059207,0.074600355,0.00473653,3378
Marcott Lake,2014,3107,12,102,57,0,#N/A,#N/A,#N/A,0.947834045,0.003660769,0.031116534,0.017388652,0,3278
Maria Lake,2014,2448,648,245,0,394,#N/A,#N/A,#N/A,0.655421687,0.173493976,0.065595716,0,0.105488621,3735
Marion Lake,2014,10338,252,475,164,55,4,2.421428571,0.019142857,0.916164481,0.022332506,0.042095002,0.014533853,0.004874158,11284
Markgraf Lake,2014,973,4,132,0,194,1,0.964333333,0.082083333,0.746738296,0.003069839,0.101304682,0,0.148887183,1303
Markley Lake,2014,1544,6,54,0,170,#N/A,#N/A,#N/A,0.870349493,0.003382187,0.030439684,0,0.095828636,1774
Marsh Lake,2014,118,46,8,0,9,#N/A,#N/A,#N/A,0.651933702,0.254143646,0.044198895,0,0.049723757,181
Marshan Lake,2014,857,6,86,118,177,#N/A,#N/A,#N/A,0.688906752,0.004823151,0.069131833,0.094855305,0.142282958,1244
Martin Lake,2014,1647,229,284,0,169,#N/A,#N/A,#N/A,0.707170459,0.098325462,0.121940747,0,0.072563332,2329
Masterman Lake,2014,141,14,2,0,32,#N/A,2.49,0.023,0.746031746,0.074074074,0.010582011,0,0.169312169,189
McCarrons Lake,2014,18535,8,1318,393,1192,#N/A,#N/A,#N/A,0.864263732,0.00037303,0.061456682,0.018325096,0.05558146,21446
McDonald Lake,2014,298,10,0,0,26,2,2.031666667,0.058833333,0.892215569,0.02994012,0,0,0.077844311,334
McDonough Lake,2014,5325,0,49,0,4,#N/A,#N/A,#N/A,0.990145035,0,0.009111194,0,0.000743771,5378
McKnight Lake,2014,177,15,0,6,30,1,0.816666667,0.154181818,0.776315789,0.065789474,0,0.026315789,0.131578947,228
McKusick Lake,2014,1944,4,140,0,458,2,1.866666667,0.053916667,0.763550668,0.001571092,0.054988217,0,0.179890024,2546
McMahon Lake,2014,2153,712,52,0,192,2,1.82,0.0408,0.692505629,0.229012544,0.016725635,0,0.061756192,3109
Meadow Lake,2014,4364,0,404,336,64,#N/A,0.555454545,0.185818182,0.844427245,0,0.078173375,0.06501548,0.012383901,5168
Medicine Lake,2014,1090,0,61,64,25,2,1.90952381,0.051047619,0.879032258,0,0.049193548,0.051612903,0.02016129,1240
Medina Lake,2014,2514,446,329,160,252,#N/A,#N/A,#N/A,0.679275871,0.120507971,0.088894893,0.043231559,0.068089705,3701
Mergens Pond,2014,534,4,0,0,16,#N/A,#N/A,#N/A,0.963898917,0.007220217,0,0,0.028880866,554
Meuwissen Lake,2014,230,123,8,2,14,#N/A,#N/A,#N/A,0.610079576,0.326259947,0.021220159,0.00530504,0.037135279,377
Miller Lake,2014,67,154,4,0,10,1,1.016666667,0.175555556,0.285106383,0.655319149,0.017021277,0,0.042553191,235
Minnetoga Lake,2014,1891,0,46,4,20,3,1.718181818,0.049363636,0.964303927,0,0.02345742,0.002039776,0.010198878,1961
Minnetonka Lake,2014,288,0,14,0,12,#N/A,#N/A,#N/A,0.917197452,0,0.044585987,0,0.038216561,314
Minnewashta Lake,2014,2302,0,99,2,102,4,2.575,0.020625,0.918962076,0,0.039520958,0.000798403,0.040718563,2505
Mitchell Lake,2014,1704,0,58,24,80,2,1.538461538,0.037384615,0.91318328,0,0.031082529,0.012861736,0.042872454,1866
Mooney Lake,2014,4510,62,265,32,148,#N/A,#N/A,#N/A,0.898943592,0.012357983,0.052820411,0.006378314,0.029499701,5017
Moore Lake,2014,4503,0,164,58,532,#N/A,#N/A,#N/A,0.856572189,0,0.0311965,0.011032909,0.101198402,5257
Myers Lake,2014,53,120,13,8,5,#N/A,#N/A,#N/A,0.266331658,0.603015075,0.065326633,0.040201005,0.025125628,199
Nokomis Lake,2014,36608,0,6418,2338,2736,#N/A,#N/A,#N/A,0.761081081,0,0.133430353,0.048607069,0.056881497,48100
Normandale Lake,2014,4046,0,268,36,108,#N/A,#N/A,#N/A,0.907581875,0,0.060116644,0.00807537,0.02422611,4458
North Twin Lake,2014,122,24,0,0,28,#N/A,#N/A,#N/A,0.701149425,0.137931034,0,0,0.16091954,174
Northwood Lake,2014,6007,0,298,268,59,#N/A,1.133333333,0.122416667,0.905759952,0,0.044933655,0.040410133,0.008896261,6632
O'Connors Lake,2014,77,50,12,0,28,#N/A,2.6,0.014333333,0.461077844,0.299401198,0.071856287,0,0.167664671,167
O'Dowd Lake,2014,4945,61,122,0,393,3,1.871428571,0.024214286,0.895671074,0.011048723,0.022097446,0,0.071182757,5521
Oak Lake,2014,52,66,4,0,10,#N/A,#N/A,#N/A,0.393939394,0.5,0.03030303,0,0.075757576,132
Ohmans Lake,2014,1026,191,83,274,23,#N/A,#N/A,#N/A,0.642454602,0.119599249,0.051972448,0.171571697,0.014402004,1597
Olson Lake,2014,811,8,8,0,62,4,3.318181818,0.017454545,0.912260967,0.008998875,0.008998875,0,0.069741282,889
Oneka Lake,2014,807,238,36,0,82,#N/A,0,0.0155,0.693895099,0.204643164,0.030954428,0,0.070507309,1163
Orchard Lake,2014,2029,40,15,0,19,4,2.496153846,0.019461538,0.964812173,0.019020447,0.007132668,0,0.009034712,2103
Otter Lake,2014,1616,50,22,22,101,#N/A,#N/A,#N/A,0.892324682,0.027609056,0.012147985,0.012147985,0.055770293,1811
Owasso Lake,2014,2493,0,126,6,194,#N/A,#N/A,#N/A,0.884356155,0,0.044696701,0.002128414,0.06881873,2819
Ox Yoke Lake,2014,305,89,35,0,0,#N/A,#N/A,#N/A,0.710955711,0.207459207,0.081585082,0,0,429
Pamela Pond,2014,3196,0,162,28,17,#N/A,#N/A,#N/A,0.939171319,0,0.047605054,0.008228034,0.004995592,3403
Parkers Lake,2014,4068,8,430,331,198,#N/A,#N/A,#N/A,0.807944389,0.001588878,0.085402185,0.065739821,0.039324727,5035
Parley Lake,2014,765,89,122,30,33,#N/A,#N/A,#N/A,0.736284889,0.085659288,0.117420597,0.028873917,0.031761309,1039
Patterson Lake,2014,49,81,0,0,3,#N/A,#N/A,#N/A,0.368421053,0.609022556,0,0,0.022556391,133
Peltier Lake,2014,1091,172,80,26,294,#N/A,#N/A,#N/A,0.656043295,0.103427541,0.048105833,0.015634396,0.176788936,1663
Penn Lake,2014,16104,2,2563,1030,105,#N/A,0.653846154,0.081538462,0.813169057,0.00010099,0.129418299,0.052009695,0.005301959,19804
Pepin Lake,2014,38,109,2,0,12,#N/A,#N/A,#N/A,0.236024845,0.677018634,0.01242236,0,0.074534161,161
Peter Lake,2014,335,101,32,26,22,#N/A,#N/A,#N/A,0.649224806,0.195736434,0.062015504,0.050387597,0.042635659,516
Phalen Lake,2014,19250,0,1160,223,1588,#N/A,#N/A,#N/A,0.866297646,0,0.052202871,0.010035552,0.071463931,22221
Pickerel Lake,2014,2834,804,68,32,249,#N/A,#N/A,#N/A,0.710810133,0.20165538,0.01705543,0.008026085,0.062452972,3987
Pierson Lake,2014,231,46,6,0,14,#N/A,#N/A,#N/A,0.777777778,0.154882155,0.02020202,0,0.047138047,297
Pike Lake,2014,1916,0,98,34,107,#N/A,#N/A,#N/A,0.889095128,0,0.045475638,0.015777262,0.049651972,2155
Pine Tree Lake,2014,307,38,22,0,18,3,2.5,0.0304,0.797402597,0.098701299,0.057142857,0,0.046753247,385
Plaisted Lake,2014,57,56,0,0,14,#N/A,2.121666667,0.029166667,0.448818898,0.440944882,0,0,0.11023622,127
Pleasant Lake,2014,1651,1231,118,0,330,#N/A,#N/A,#N/A,0.495795796,0.36966967,0.035435435,0,0.099099099,3330
Pomerleau Lake,2014,6646,122,96,22,397,2,1.691666667,0.07325,0.912536043,0.016751339,0.013181381,0.003020733,0.054510504,7283
Powers Lake,2014,503,0,42,0,126,3,2.413333333,0.202130435,0.749627422,0,0.062593145,0,0.187779434,671
Priebe Lake,2014,3991,0,146,0,187,#N/A,#N/A,#N/A,0.922987974,0,0.033765032,0,0.043246994,4324
Raven Lake,2014,3650,319,125,0,2,#N/A,#N/A,#N/A,0.891113281,0.077880859,0.030517578,0,0.000488281,4096
Rebecca Lake,2014,204,2,73,26,43,#N/A,#N/A,#N/A,0.586206897,0.005747126,0.209770115,0.074712644,0.123563218,348
Red Rock Lake,2014,2017,2,146,137,63,2,1.241666667,0.033583333,0.852854123,0.000845666,0.061733615,0.057928118,0.026638478,2365
Regional Park Lake,2014,5558,297,284,0,637,2,2.513333333,0.0515,0.820247934,0.043831169,0.041912633,0,0.094008264,6776
Reitz Lake,2014,486,134,18,0,60,2,1.491666667,0.094666667,0.696275072,0.191977077,0.025787966,0,0.085959885,698
Reshanau Lake,2014,1251,6,2,0,218,#N/A,1.1,0.076,0.846987136,0.004062288,0.001354096,0,0.147596479,1477
Rest Area Pond,2014,110,34,28,0,66,2,0.979714286,0.0775,0.462184874,0.142857143,0.117647059,0,0.277310924,238
Rice Elm Lake,2014,8186,85,880,588,201,#N/A,#N/A,#N/A,0.823541247,0.008551308,0.088531187,0.05915493,0.020221328,9940
Riley Lake,2014,1960,10,212,0,202,2,1.953846154,0.040461538,0.822147651,0.004194631,0.088926174,0,0.084731544,2384
Rogers Lake,2014,3220,0,260,58,2,#N/A,1.411111111,0.018555556,0.90960452,0,0.073446328,0.016384181,0.000564972,3540
Rutz Lake,2014,232,81,23,6,37,#N/A,#N/A,#N/A,0.612137203,0.213720317,0.060686016,0.015831135,0.09762533,379
Ryan Lake,2014,7382,2,673,270,42,#N/A,#N/A,#N/A,0.882064763,0.000238977,0.08041582,0.032261919,0.005018521,8369
Sand Lake,2014,138,62,0,0,64,2,1.5875,0.037583333,0.522727273,0.234848485,0,0,0.242424242,264
Sarah Lake,2014,489,87,20,4,25,#N/A,#N/A,#N/A,0.7824,0.1392,0.032,0.0064,0.04,625
Scheuble Lake,2014,455,55,8,2,20,#N/A,#N/A,#N/A,0.842592593,0.101851852,0.014814815,0.003703704,0.037037037,540
Schmidt Lake,2014,2600,0,56,12,97,#N/A,#N/A,#N/A,0.940325497,0,0.020253165,0.004339964,0.035081374,2765
Schroeder Pond,2014,43,46,0,0,16,#N/A,#N/A,#N/A,0.40952381,0.438095238,0,0,0.152380952,105
Schultz Lake,2014,4673,85,39,14,0,#N/A,#N/A,#N/A,0.971315735,0.017667845,0.008106423,0.002909998,0,4811
Schutz Lake,2014,96,0,0,0,12,#N/A,#N/A,#N/A,0.888888889,0,0,0,0.111111111,108
Scout Lake,2014,15182,0,418,39,7,1,0.692307692,0.084571429,0.970343858,0,0.026716094,0.00249265,0.000447399,15646
Sea Lake,2014,86,78,0,0,8,#N/A,#N/A,#N/A,0.5,0.453488372,0,0,0.046511628,172
Sed Basin Adj to Valley Lake,2014,6295,5,367,0,2,#N/A,#N/A,#N/A,0.943919628,0.000749738,0.055030739,0,0.000299895,6669
Seidl Lake,2014,9792,2,780,205,39,#N/A,0.733333333,0.0628,0.90515807,0.000184877,0.072102052,0.018949898,0.003605103,10818
Shady Oak Lake,2014,3061,0,1113,609,415,#N/A,#N/A,#N/A,0.588880339,0,0.214120816,0.117160446,0.079838399,5198
Shavers Lake,2014,1415,0,136,0,54,#N/A,#N/A,#N/A,0.881619938,0,0.084735202,0,0.03364486,1605
Shields Lake,2014,482,130,26,0,114,1,1.1425,0.27375,0.640957447,0.17287234,0.034574468,0,0.151595745,752
Silver Lake,2014,3480,0,376,48,240,#N/A,#N/A,#N/A,0.83976834,0,0.090733591,0.011583012,0.057915058,4144
Simley Lake,2014,14541,252,416,36,284,#N/A,#N/A,#N/A,0.936377101,0.016227703,0.026788589,0.002318243,0.018288364,15529
Smetana Lake,2014,1253,0,3248,493,2544,#N/A,#N/A,#N/A,0.166224463,0,0.430883523,0.065401963,0.33749005,7538
Snail Lake,2014,1509,2,72,0,77,#N/A,#N/A,#N/A,0.909036145,0.001204819,0.043373494,0,0.046385542,1660
South Oak Lake,2014,4956,0,543,478,139,#N/A,0.792307692,0.06625,0.810333551,0,0.088783519,0.078155657,0.022727273,6116
South Rice Lake,2014,8335,0,1137,314,26,#N/A,#N/A,#N/A,0.849470037,0,0.115878516,0.032001631,0.002649817,9812
South Twin Lake,2014,747,6,18,0,157,#N/A,#N/A,#N/A,0.804956897,0.006465517,0.019396552,0,0.169181034,928
Spring Lake,2014,306,0,0,0,50,#N/A,#N/A,#N/A,0.859550562,0,0,0,0.140449438,356
St. Joe Lake,2014,370,0,0,0,22,4,2.485714286,0.021714286,0.943877551,0,0,0,0.056122449,392
Staring Lake,2014,3899,28,191,46,283,#N/A,#N/A,#N/A,0.876770857,0.00629638,0.042950304,0.010344052,0.063638408,4447
Stieger Lake,2014,639,10,69,6,105,#N/A,#N/A,#N/A,0.770808203,0.012062726,0.083232811,0.007237636,0.126658625,829
Success Lake,2014,16096,107,961,587,321,2,0.717181818,0.051166667,0.890659584,0.005920761,0.053176184,0.032481186,0.017762284,18072
Sucker Lake,2014,1809,0,64,12,57,#N/A,#N/A,#N/A,0.931513903,0,0.032955716,0.006179197,0.029351184,1942
Sullivan Lake,2014,4852,0,344,134,288,#N/A,#N/A,#N/A,0.863652545,0,0.061231755,0.023851905,0.051263795,5618
Sunfish Lake,2014,2583,24,145,0,106,2,1.5445,0.0355,0.903778866,0.008397481,0.05073478,0,0.037088873,2858
Sunnybrook Lake,2014,249,20,56,0,72,#N/A,2.59,0.0288,0.62720403,0.050377834,0.141057935,0,0.181360202,397
Sunset Lake,2014,323,48,0,0,16,4,3.28125,0.015875,0.834625323,0.124031008,0,0,0.041343669,387
Sunset Pond,2014,10489,4,528,189,479,3,2.169230769,0.046692308,0.897339379,0.000342202,0.045170673,0.016169048,0.040978698,11689
Susan Lake,2014,1666,9,154,78,110,2,1.215384615,0.056769231,0.825979177,0.004462072,0.076351016,0.038671294,0.05453644,2017
Swede Lake,2014,223,136,20,2,14,1,0.564285714,0.145285714,0.564556962,0.344303797,0.050632911,0.005063291,0.035443038,395
Sweeney Lake,2014,2026,0,8012,7908,7883,2,1.442857143,0.050357143,0.078438964,0,0.310193968,0.306167486,0.305199582,25829
Tamarack Lake,2014,313,4,0,0,40,#N/A,#N/A,#N/A,0.8767507,0.011204482,0,0,0.112044818,357
Tanners Lake,2014,9266,0,434,1,653,#N/A,#N/A,#N/A,0.894919838,0,0.041916168,9.6581E-05,0.063067414,10354
Terrapin Lake,2014,166,80,0,0,82,4,3.283333333,0.018,0.506097561,0.243902439,0,0,0.25,328
Thole Lake,2014,544,242,12,0,21,#N/A,#N/A,#N/A,0.664224664,0.295482295,0.014652015,0,0.025641026,819
Thomas Lake,2014,11444,0,75,0,2,#N/A,#N/A,#N/A,0.993316552,0,0.006509852,0,0.000173596,11521
Tiger Lake,2014,33,167,6,0,12,#N/A,#N/A,#N/A,0.151376147,0.766055046,0.027522936,0,0.055045872,218
Twin Lake,2014,4375,0,486,55,27,1,2.020153846,0.050318182,0.885090026,0,0.098320858,0.011126846,0.00546227,4943
Upper Prior Lake,2014,1366,0,49,0,186,#N/A,#N/A,#N/A,0.85321674,0,0.030605871,0,0.116177389,1601
Vadnais Lake,2014,1578,2,68,6,131,#N/A,#N/A,#N/A,0.884033613,0.001120448,0.038095238,0.003361345,0.073389356,1785
Valentine Lake,2014,690,0,155,32,62,#N/A,#N/A,#N/A,0.734824281,0,0.165069223,0.034078807,0.066027689,939
Valley Lake,2014,7178,34,76,4,4,2,1.523076923,0.07525,0.983826754,0.004660088,0.010416667,0.000548246,0.000548246,7296
Virginia Lake,2014,755,4,4,0,46,#N/A,#N/A,#N/A,0.933250927,0.004944376,0.004944376,0,0.056860321,809
Wabasso Lake,2014,547,0,182,70,64,#N/A,#N/A,#N/A,0.633835458,0,0.210892236,0.081112399,0.074159907,863
Waconia Lake,2014,457,44,9,0,14,2,2.154545455,0.0395,0.872137405,0.083969466,0.017175573,0,0.026717557,524
Wasserman Lake,2014,904,6,19,2,97,#N/A,#N/A,#N/A,0.879377432,0.005836576,0.01848249,0.001945525,0.094357977,1028
Weaver Lake,2014,5288,104,146,6,254,#N/A,#N/A,#N/A,0.912038634,0.01793722,0.025181097,0.00103484,0.04380821,5798
Weber Pond,2014,103,0,32,0,30,#N/A,#N/A,#N/A,0.624242424,0,0.193939394,0,0.181818182,165
West Lakeland Storage Site,2014,145,4,0,0,8,#N/A,#N/A,#N/A,0.923566879,0.025477707,0,0,0.050955414,157
Westwood Lake,2014,2800,0,1721,1516,31,#N/A,1.545454545,0.028727273,0.461437047,0,0.283618985,0.249835201,0.005108767,6068
Whaletail Lake,2014,429,39,10,6,8,#N/A,#N/A,#N/A,0.87195122,0.079268293,0.020325203,0.012195122,0.016260163,492
White Bear Lake,2014,179,0,0,0,4,#N/A,#N/A,#N/A,0.978142077,0,0,0,0.021857923,183
White Rock Lake,2014,427,106,6,0,70,#N/A,2.707692308,0.031076923,0.701149425,0.174055829,0.009852217,0,0.114942529,609
Wilmes Lake,2014,3271,0,130,0,434,2,1.1275,0.066166667,0.852933507,0,0.033898305,0,0.113168188,3835
Windsor Lake,2014,1333,0,96,50,62,#N/A,#N/A,#N/A,0.865022713,0,0.06229721,0.032446463,0.040233615,1541
Wing Lake,2014,1887,0,78,0,8,#N/A,0.954545455,0.070909091,0.956411556,0,0.039533705,0,0.004054739,1973
Winkler Lake,2014,53,114,6,0,13,#N/A,#N/A,#N/A,0.284946237,0.612903226,0.032258065,0,0.069892473,186
Wolsfeld Lake,2014,826,51,40,2,86,#N/A,#N/A,#N/A,0.821890547,0.050746269,0.039800995,0.00199005,0.085572139,1005
Wood Lake,2014,2436,0,87,0,0,2,1.333333333,0.0357,0.965517241,0,0.034482759,0,0,2523
Woodpile Lake,2014,188,26,4,0,74,3,2.921666667,0.032166667,0.643835616,0.089041096,0.01369863,0,0.253424658,292
Young America Lake,2014,468,20,66,14,40,#N/A,#N/A,#N/A,0.769736842,0.032894737,0.108552632,0.023026316,0.065789474,608
Zumbra Lake,2014,194,6,5,0,14,#N/A,#N/A,#N/A,0.885844749,0.02739726,0.02283105,0,0.063926941,219
